"subject","quantity","value","tolerance","passes","note"
"group","native_coherent_ledger: house-territory: animate-inanimate",9.0859513269482,NA,NA,"native_coherent_ledger: native-node coherent evidence carried to this group node. NOT a group-node common mode (contract 8)"
"group","native_configuration_ledger: house-territory: animate-inanimate",3.60108177501305,NA,NA,"native_configuration_ledger; adds with the coherent ledger to the transported total exactly"
"group","group_density: house-territory: animate-inanimate",0.116492391719305,NA,NA,"the SAME operator read under density semantics: group mean of transported budget per native voxel (contract 1.3)"
"group","group_density_se: house-territory: animate-inanimate",0.0325791081516826,NA,NA,"between-subject SE of the density reading, UNCALIBRATED"
"group","prevalence_positive: house-territory: animate-inanimate",1,NA,NA,"fraction of participants whose carried ledger exceeds 0 here; latent descriptive layer (population_prevalence()$sign), and a pure-noise cell reads 0.5, not 0"
"group","group_contrast: other-VT: animate-inanimate",18.7523479214529,NA,NA,"OLS group mean of the carried territory ledger, native evidence units"
"group","group_contrast_se: other-VT: animate-inanimate",1.8446715383386,NA,NA,"between-subject SE, UNCALIBRATED (see benchmarks/POPULATION-NULL-COVERAGE.md)"
"group","group_contrast_t: other-VT: animate-inanimate",10.1656839885664,NA,NA,"estimate / SE against t on the residual df; uncalibrated, and not a p-value"
"group","group_contrast_lower: other-VT: animate-inanimate",14.0104687722844,NA,NA,"lower bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","group_contrast_upper: other-VT: animate-inanimate",23.4942270706214,NA,NA,"upper bound of the 95% nominal between-subject interval; UNCALIBRATED"
"group","native_coherent_ledger: other-VT: animate-inanimate",1.38371191540405,NA,NA,"native_coherent_ledger: native-node coherent evidence carried to this group node. NOT a group-node common mode (contract 8)"
"group","native_configuration_ledger: other-VT: animate-inanimate",17.3686360060489,NA,NA,"native_configuration_ledger; adds with the coherent ledger to the transported total exactly"
"group","group_density: other-VT: animate-inanimate",0.0602637685916644,NA,NA,"the SAME operator read under density semantics: group mean of transported budget per native voxel (contract 1.3)"
"group","group_density_se: other-VT: animate-inanimate",0.00664683126002827,NA,NA,"between-subject SE of the density reading, UNCALIBRATED"
"group","prevalence_positive: other-VT: animate-inanimate",1,NA,NA,"fraction of participants whose carried ledger exceeds 0 here; latent descriptive layer (population_prevalence()$sign), and a pure-noise cell reads 0.5, not 0"
"group","group_ledger_over_vt: animate-inanimate",39.3810749472261,NA,NA,"contribution() over all three group nodes: the group ledger for whole VT"
"group","group_node_min_subject_coverage",6,NA,NA,"fewest participants contributing a finite nonzero transported value to any group node (contract 7.5)"
"group","group_nodes_below_coverage_floor",0,NA,NA,"group nodes whose contributing-participant count falls below the declared floor of 6; a node below it is not a group estimate and the record marks it"
"group","prevalence_noise_reference",0.5,NA,NA,"the fraction a pure-noise cell reports; this is what makes a prevalence readable without a permutation test"
"group","prevalence_readout_gram_deviation",3,NA,NA,"how far the two-query bank's Gram sits from the identity: the alignment inner product is Euclidean in the READOUT, not Frobenius in the forms, and a non-orthonormal bank weights the queries unequally"
"group","prevalence_alignment: face-territory",1,NA,NA,"fraction of participants whose carried form agrees in direction with the LEAVE-ONE-OUT mean of the others (query_readout_euclidean); the reference excludes the participant being scored, so every product is cross-participant"
"group","prevalence_alignment: house-territory",1,NA,NA,"fraction of participants whose carried form agrees in direction with the LEAVE-ONE-OUT mean of the others (query_readout_euclidean); the reference excludes the participant being scored, so every product is cross-participant"
"group","prevalence_alignment: other-VT",1,NA,NA,"fraction of participants whose carried form agrees in direction with the LEAVE-ONE-OUT mean of the others (query_readout_euclidean); the reference excludes the participant being scored, so every product is cross-participant"
"group","heterogeneity_gram_size",6,NA,NA,"the cross-fitted subject Gram is 6 x 6, so it has that many eigenvalues; its RANK is at most N - rank(X) = 5"
"group","heterogeneity_eigenvalue: mode1",7373.83651920578,NA,NA,"signed eigenvalue of the CROSS-FITTED subject Gram; one draw, not an estimate of a between-subject trace"
"group","heterogeneity_eigenvalue: mode2",2390.12578116335,NA,NA,"signed eigenvalue of the CROSS-FITTED subject Gram; one draw, not an estimate of a between-subject trace"
"group","heterogeneity_eigenvalue: mode3",1649.51460157026,NA,NA,"signed eigenvalue of the CROSS-FITTED subject Gram; one draw, not an estimate of a between-subject trace"
"group","heterogeneity_eigenvalue: mode4",1026.63047894135,NA,NA,"signed eigenvalue of the CROSS-FITTED subject Gram; one draw, not an estimate of a between-subject trace"
"group","heterogeneity_eigenvalue: mode5",433.623227612173,NA,NA,"signed eigenvalue of the CROSS-FITTED subject Gram; one draw, not an estimate of a between-subject trace"
"group","heterogeneity_eigenvalue: mode6",-5.2566354763716e-13,NA,NA,"signed eigenvalue of the CROSS-FITTED subject Gram; one draw, not an estimate of a between-subject trace"
"group","heterogeneity_negative_modes",1,NA,NA,"negative eigenvalues, reported as-is and never clipped. The cross-fitted Gram MAY be indefinite (contract 6.4 measures it so in 100% of its own simulations); on this data it is not -- read this count together with heterogeneity_moved_share, which says how much mass the projection actually had to move"
"group","heterogeneity_n_eff",2.58759347319403,NA,NA,"effective mode count after psd_projection; a nonnegative functional, so latent layer only"
"group","heterogeneity_moved_mass",5.2566354763716e-13,NA,NA,"mass the PSD projection moved (contract 6.5); recorded because the projection is never free -- even when, as here, it is nearly free"
"group","heterogeneity_moved_share",4.08322625059728e-17,NA,NA,"the same, as a share of the signed trace; at machine epsilon this says the projection cost nothing on this data, NOT that projections are free in general"
"subj1","heterogeneity_loading: mode1",-0.182082698259468,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj1","heterogeneity_loading: mode2",0.111522143588998,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj2","heterogeneity_loading: mode1",-0.30788627486861,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj2","heterogeneity_loading: mode2",-0.497369948228011,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj3","heterogeneity_loading: mode1",-0.398016857218299,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj3","heterogeneity_loading: mode2",-0.0582955487569657,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj4","heterogeneity_loading: mode1",0.818414481666496,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj4","heterogeneity_loading: mode2",-0.0123029964876398,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj5","heterogeneity_loading: mode1",0.178681754953939,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj5","heterogeneity_loading: mode2",-0.334122170998071,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj6","heterogeneity_loading: mode1",-0.109110406274059,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"subj6","heterogeneity_loading: mode2",0.790568520881691,NA,NA,"subject loading on the cross-fitted heterogeneity mode; sign is oriented, not meaningful in itself"
"group","rdm_edge_matches_query_bank",7.105427357601e-15,1e-12,TRUE,"the same number as commutation_claim3, recorded under the readout's own name: the (face,house) RDM edge from the materialized form IS the face-house coefficient from the query bank"
"group","group_rdm_edge: face-territory: face-house",10.9005527428684,NA,NA,"group RDM edge from materialize_population(); the complete form, so the pair is in span exactly"
"group","group_rdm_edge: house-territory: face-house",117.087182440085,NA,NA,"group RDM edge from materialize_population(); the complete form, so the pair is in span exactly"
"group","group_rdm_edge: other-VT: face-house",49.7201517186161,NA,NA,"group RDM edge from materialize_population(); the complete form, so the pair is in span exactly"
"group","group_rdm_edge: <sink>: face-house",0,NA,NA,"group RDM edge from materialize_population(); the complete form, so the pair is in span exactly"
"group","group_rdm_pairs",28,NA,NA,"condition pairs read from the materialized group form"
"group","n_quirks",1,NA,NA,"subj5: run run09 carries no labelled volumes (all eight conditions absent) and is dropped | region transport is the identity on named territories: no displacement, no spreading, no sink"
