"subject","quantity","value","tolerance","passes","note"
"sub-108","all_sink_rows",11319,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-108","transport_support_mean_nodes",5.56613875091605,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-108","fingerprint_similarity_sd",0.603105455010909,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-108","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-108","displacement_p90_PA: mm",7.38661255244919,NA,NA,"90th percentile of the same"
"sub-108","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-108","displacement_masswt_mean_PA: mm",5.15426798141393,NA,NA,"row-mass-weighted mean of the same"
"sub-108","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-108","displacement_median_PF: mm",6.67195640368691,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-108","displacement_p90_PF: mm",9.83879082473171,NA,NA,"90th percentile of the same"
"sub-108","displacement_max_PF: mm",11.8865966236738,NA,NA,"maximum of the same"
"sub-108","displacement_masswt_mean_PF: mm",6.59849310868218,NA,NA,"row-mass-weighted mean of the same"
"sub-108","entropy_mean_PF: nats",0.789371256150919,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-108","perplexity_mean_PF",2.500482986818,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-108","exp_mean_entropy_PF",2.20201148973662,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-108","transport_budget_preservation_PA",1.89239245552967e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-108","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-108","transport_node_sum_plus_sink_PA",2.59618992759641e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-108","transport_node_sum_without_sink_PA",0.12897473681793,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-108","transport_sink_budget_PA: choice-vs-outcome",8.4738256950399,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-108","transport_budget_preservation_PF",2.37900765838016e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-108","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-108","transport_node_sum_plus_sink_PF",3.61675470635507e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-108","transport_node_sum_without_sink_PF",0.131463018558134,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-108","transport_sink_budget_PF: choice-vs-outcome",8.4738256950399,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-111","sink_territory_PA",0.181753170390618,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-111","sink_territory_PF",0.181753170390618,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-111","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-111","all_sink_rows",11437,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-111","transport_support_mean_nodes",5.423818679718,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-111","fingerprint_similarity_sd",0.537059659699551,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-111","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-111","displacement_p90_PA: mm",7.38661255244919,NA,NA,"90th percentile of the same"
"sub-111","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-111","displacement_masswt_mean_PA: mm",5.23305865485848,NA,NA,"row-mass-weighted mean of the same"
"sub-111","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-111","displacement_median_PF: mm",6.64284284741146,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-111","displacement_p90_PF: mm",9.6702972923688,NA,NA,"90th percentile of the same"
"sub-111","displacement_max_PF: mm",11.8812024903717,NA,NA,"maximum of the same"
"sub-111","displacement_masswt_mean_PF: mm",6.53695235521265,NA,NA,"row-mass-weighted mean of the same"
"sub-111","entropy_mean_PF: nats",0.817785020644469,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-111","perplexity_mean_PF",2.55396017237786,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-111","exp_mean_entropy_PF",2.26547629284327,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-111","transport_budget_preservation_PA",5.71546254572241e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-111","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-111","transport_node_sum_plus_sink_PA",6.45093029093465e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-111","transport_node_sum_without_sink_PA",1.20542978581372,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-111","transport_sink_budget_PA: choice-vs-outcome",-95.4669635549866,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-111","transport_budget_preservation_PF",5.81573381845438e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-111","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-111","transport_node_sum_plus_sink_PF",6.91145852239917e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-111","transport_node_sum_without_sink_PF",1.35569476397909,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-111","transport_sink_budget_PF: choice-vs-outcome",-95.4669635549866,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-112","sink_territory_PA",0.187436410778168,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-112","sink_territory_PF",0.187436410778168,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-112","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-112","all_sink_rows",11422,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-112","transport_support_mean_nodes",5.54667178285807,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-112","fingerprint_similarity_sd",0.599922196472282,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-112","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-112","displacement_p90_PA: mm",7.38661255244919,NA,NA,"90th percentile of the same"
"sub-112","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-112","displacement_masswt_mean_PA: mm",5.16482205059625,NA,NA,"row-mass-weighted mean of the same"
"sub-112","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-112","displacement_median_PF: mm",6.64209470597474,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-112","displacement_p90_PF: mm",9.80744358742572,NA,NA,"90th percentile of the same"
"sub-112","displacement_max_PF: mm",11.8909166395503,NA,NA,"maximum of the same"
"sub-112","displacement_masswt_mean_PF: mm",6.55938200810826,NA,NA,"row-mass-weighted mean of the same"
"sub-112","entropy_mean_PF: nats",0.79355764699837,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-112","perplexity_mean_PF",2.49838516903941,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-112","exp_mean_entropy_PF",2.21124929352014,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-112","transport_budget_preservation_PA",4.24762112514411e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-112","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-112","transport_node_sum_plus_sink_PA",4.41667573077107e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-112","transport_node_sum_without_sink_PA",0.196969008455267,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-112","transport_sink_budget_PA: choice-vs-outcome",23.296589855512,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-112","transport_budget_preservation_PF",2.51001798225473e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-112","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-112","transport_node_sum_plus_sink_PF",3.46194371166939e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-112","transport_node_sum_without_sink_PF",0.199560593414085,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-112","transport_sink_budget_PF: choice-vs-outcome",23.296589855512,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-113","sink_territory_PA",0.184887434263834,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-113","sink_territory_PF",0.184887434263834,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-113","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-113","all_sink_rows",11637,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-113","transport_support_mean_nodes",5.44947762357711,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-113","fingerprint_similarity_sd",0.603379482396533,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-113","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-113","displacement_p90_PA: mm",7.38661255244919,NA,NA,"90th percentile of the same"
"sub-113","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-113","displacement_masswt_mean_PA: mm",5.21895309593241,NA,NA,"row-mass-weighted mean of the same"
"sub-113","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-113","displacement_median_PF: mm",6.70104593849909,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-113","displacement_p90_PF: mm",9.79793077405962,NA,NA,"90th percentile of the same"
"sub-113","displacement_max_PF: mm",11.8894336697829,NA,NA,"maximum of the same"
"sub-113","displacement_masswt_mean_PF: mm",6.61285889852054,NA,NA,"row-mass-weighted mean of the same"
"sub-113","entropy_mean_PF: nats",0.772551155419207,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-113","perplexity_mean_PF",2.44657115312686,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-113","exp_mean_entropy_PF",2.16528318745289,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-113","transport_budget_preservation_PA",3.19767418000563e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-113","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-113","transport_node_sum_plus_sink_PA",4.91276651768188e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-113","transport_node_sum_without_sink_PA",0.251607315352718,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-113","transport_sink_budget_PA: choice-vs-outcome",11.1469546545264,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-113","transport_budget_preservation_PF",2.88822184000509e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-113","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-113","transport_node_sum_plus_sink_PF",4.97335452124519e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-113","transport_node_sum_without_sink_PF",0.277587900091484,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-113","transport_sink_budget_PF: choice-vs-outcome",11.1469546545264,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-127","sink_territory_PA",0.251950133825697,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-127","sink_territory_PF",0.251950133825697,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-127","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-127","all_sink_rows",17603,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-127","transport_support_mean_nodes",5.39495637532527,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-127","fingerprint_similarity_sd",0.606709793710327,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-127","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-127","displacement_p90_PA: mm",7.3866125524492,NA,NA,"90th percentile of the same"
"sub-127","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-127","displacement_masswt_mean_PA: mm",5.24810187270865,NA,NA,"row-mass-weighted mean of the same"
"sub-127","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-127","displacement_median_PF: mm",6.72417968758088,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-127","displacement_p90_PF: mm",9.85721728070418,NA,NA,"90th percentile of the same"
"sub-127","displacement_max_PF: mm",11.8886452000095,NA,NA,"maximum of the same"
"sub-127","displacement_masswt_mean_PF: mm",6.63783441037729,NA,NA,"row-mass-weighted mean of the same"
"sub-127","entropy_mean_PF: nats",0.757059466435105,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-127","perplexity_mean_PF",2.40674865216305,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-127","exp_mean_entropy_PF",2.13199778300153,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-127","transport_budget_preservation_PA",1.34231135392803e-14,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-127","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-127","transport_node_sum_plus_sink_PA",1.83988284906598e-14,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-127","transport_node_sum_without_sink_PA",0.458951028169701,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-127","transport_sink_budget_PA: choice-vs-outcome",-27.6191886640697,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-127","transport_budget_preservation_PF",1.23318034954364e-14,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-127","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-127","transport_node_sum_plus_sink_PF",1.71155539160312e-14,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-127","transport_node_sum_without_sink_PF",0.474883747412414,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-127","transport_sink_budget_PF: choice-vs-outcome",-27.6191886640697,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-128","sink_territory_PA",0.236123103039527,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-128","sink_territory_PF",0.236123103039527,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-128","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-128","all_sink_rows",16135,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-128","transport_support_mean_nodes",5.39842522702019,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-128","fingerprint_similarity_sd",0.583617862000773,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-128","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-128","displacement_p90_PA: mm",7.3866125524492,NA,NA,"90th percentile of the same"
"sub-128","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-128","displacement_masswt_mean_PA: mm",5.2471817417833,NA,NA,"row-mass-weighted mean of the same"
"sub-128","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-128","displacement_median_PF: mm",6.67116036047485,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-128","displacement_p90_PF: mm",9.81715465541304,NA,NA,"90th percentile of the same"
"sub-128","displacement_max_PF: mm",11.8904501923127,NA,NA,"maximum of the same"
"sub-128","displacement_masswt_mean_PF: mm",6.5756704649491,NA,NA,"row-mass-weighted mean of the same"
"sub-128","entropy_mean_PF: nats",0.791931822582393,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-128","perplexity_mean_PF",2.51511225352176,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-128","exp_mean_entropy_PF",2.20765711134893,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-128","transport_budget_preservation_PA",1.28477900218577e-14,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-128","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-128","transport_node_sum_plus_sink_PA",1.35189478395135e-14,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-128","transport_node_sum_without_sink_PA",1.03424111621935,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-128","transport_sink_budget_PA: choice-vs-outcome",69.6598163596885,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-128","transport_budget_preservation_PF",1.19109719994306e-14,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-128","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-128","transport_node_sum_plus_sink_PF",1.25933643048934e-14,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-128","transport_node_sum_without_sink_PF",1.12651940584974,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-128","transport_sink_budget_PF: choice-vs-outcome",69.6598163596885,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-129","sink_territory_PA",0.233867894104195,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-129","sink_territory_PF",0.233867894104195,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-129","sink_identical_max_gap",4.44089209850063e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-129","all_sink_rows",15954,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-129","transport_support_mean_nodes",5.39317694780346,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-129","fingerprint_similarity_sd",0.592189406243121,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-129","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-129","displacement_p90_PA: mm",7.3866125524492,NA,NA,"90th percentile of the same"
"sub-129","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-129","displacement_masswt_mean_PA: mm",5.24943732377166,NA,NA,"row-mass-weighted mean of the same"
"sub-129","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-129","displacement_median_PF: mm",6.73488457924523,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-129","displacement_p90_PF: mm",9.79440134797884,NA,NA,"90th percentile of the same"
"sub-129","displacement_max_PF: mm",11.8900179971308,NA,NA,"maximum of the same"
"sub-129","displacement_masswt_mean_PF: mm",6.63991090977609,NA,NA,"row-mass-weighted mean of the same"
"sub-129","entropy_mean_PF: nats",0.779975447024929,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-129","perplexity_mean_PF",2.47602156618493,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-129","exp_mean_entropy_PF",2.18141870452159,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-129","transport_budget_preservation_PA",7.04157566603317e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-129","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-129","transport_node_sum_plus_sink_PA",9.79319305152916e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-129","transport_node_sum_without_sink_PA",0.535895551879419,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-129","transport_sink_budget_PA: choice-vs-outcome",31.6691542803359,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-129","transport_budget_preservation_PF",6.74817667994845e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-129","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
